country_name,country_code,year,year_fct,income_level,sdg_overall,spi_comp,sci_overall,di_score,di_reg_type_2,log_gdppc,log_pop,gini_score,regime_type_4,regime_type_10,elect_dem,lib_dem,part_dem,delib_dem,egal_dem,freefair,accountability,vt_account,hz_account,diag_account,academ_free,freexp_altinfo,population,p1_use,p2_services,p3_products,p4_sources,p5_infra,income_spi,region_spi,weights_spi,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sci_method,sci_periodicity,sci_source,regime_type_2,elect_dem_ert,regch_event,regch_genuine,dem_ep,dem_ep_pre_yr,dem_ep_start_yr,dem_ep_end_yr,aut_ep,aut_ep_pre_yr,aut_ep_start_yr,aut_ep_end_yr,gdp_pc,income_level_lab
Honduras,HND,2018,2018,LM,61.57254362745099,61.07,66.6667,5.63,1,7.809802011045137,16.075973123611746,48.9,1,3,0.367,0.238,0.248,0.258,0.15,0.152,0.389,0.257,-0.245,0.888,0.916,0.671,9587523,90,62.36666666666666,67.97499999999998,45.00833333333333,40,Lower middle income,Latin America & Caribbean,1,64.5,49.826625,70.18007142857142,61.787,64.07325,71.149,60.97749999999999,67.18471428571429,28.58314285714286,19.859,61.0195,91.08057142857145,96.05033333333334,61.29833333333332,70.7868,41.573,66.80440000000002,50,90.0001,60,0,0.362,0,0,0,0,NA,NA,0,0,NA,NA,2464.642415,Lower-Middle Income Countries
Croatia,HRV,2018,2018,H,80.88275280112043,68.52166666666668,83.33333333,6.57,1,9.646038380636908,15.22352800504012,29.7,2,6,0.735,0.619,0.524,0.556,0.592,0.904,1.219,1.348,1.1,0.883,0.847,0.793,4087843,90,50.76666666666667,57.62499999999999,64.21666666666667,80,High income,Europe & Central Asia,1,99.25,73.31225,87.05578571428573,98.05225,60.84125,88.3462,83.56425,79.223,70.72142857142858,92.5265,91.92175,68.22999999999999,83.55866666666667,83.34466666666667,88.52959999999999,73.4314,53.09780000000001,80,90,80,1,0.732,0,0,0,0,NA,NA,0,0,NA,NA,15460.41833,High Income Countries
Haiti,HTI,2018,2018,L,52.22793780239369,41.24250000000001,50,4.91,0,7.3108044644312304,16.224542046834763,NA,1,3,0.41,0.243,0.243,0.263,0.123,0.237,0.528,0.367,0.594,0.711,0.682,0.787,11123183,60,53,50.712500000000006,22.5,20,Lower middle income,Latin America & Caribbean,1,47.4395,53.3,42.27057142857143,68.96000000000001,43.71075,53.08240000000001,22.06125,56.86000000000001,25.0235,47.251,37.80125,93.3772,98.14466666666664,66.5312,43.7512,40.15345454545454,48.157,30,70,50,0,0.411,0,0,0,0,NA,NA,1,0,2011,2024,1496.38049,Low Income Countries
Hungary,HUN,2018,2018,H,79.57900108381202,84.96666666666665,NA,6.63,1,9.706572326075513,16.095396360380946,29.6,1,4,0.482,0.376,0.328,0.272,0.343,0.66,0.535,0.691,0.447,0.382,0.453,0.584,9775564,100,86.86666666666667,69.69999999999999,68.26666666666667,100,High income,Europe & Central Asia,1,98.7285,69.83237500000001,83.93592307692307,92.25025,62.027,86.8802,73.27425,78.87142857142858,73.53285714285713,94.5425,95.09475,68.15957142857143,83.08666666666667,NA,86.73620000000001,72.76454545454546,53.547,NA,NA,NA,0,0.483,-1,-1,0,0,NA,NA,1,0,2006,2024,16425.20503,High Income Countries
Indonesia,IDN,2018,2018,LM,66.99844460784314,72.35125,85.55556667,6.39,1,8.258669460708774,19.405267487496396,36.3,2,6,0.603,0.465,0.402,0.511,0.375,0.758,1.091,1.219,0.68,0.95,0.731,0.766,267670549,100,87.33333333333333,75.63124999999998,43.791666666666664,55.00000000000001,Upper middle income,East Asia & Pacific,1,79.04650000000001,63.738125,66.06528571428571,95.87925,60.96125,67.7662,62.90800000000001,73.89185714285715,46.49242857142857,59.3665,55.006,87.45042857142857,92.30366666666669,63.75866666666667,43.7384,65.61760000000001,54.9834,80,96.6667,80,1,0.603,0,0,0,0,NA,NA,1,0,2009,2024,3860.953531,Lower-Middle Income Countries
India,IND,2018,2018,LM,60.53201281512605,66.07541666666667,77.7778,7.23,1,7.583885769436559,21.02532576315178,NA,1,4,0.482,0.364,0.299,0.35,0.274,0.642,0.692,0.996,0.684,0.238,0.372,0.544,1352642283,80,87.96666666666665,60.218749999999986,52.191666666666656,50,Lower middle income,South Asia,1,82.5575,51.011875,63.63464285714285,78.72725,36.35425,57.14640000000001,62.02225,73.71028571428572,45.93957142857143,40,53.96825,83.15014285714287,94.018,52.69050000000001,46.18580000000001,55.84829999999999,52.0792,90,83.3334,60,0,0.476,0,0,0,0,NA,NA,1,0,2000,2024,1966.254552,Lower-Middle Income Countries
Ireland,IRL,2018,2018,H,77.6308445270416,86.2975,NA,9.15,1,11.305265343545797,15.398053213767712,30.6,3,9,0.893,0.828,0.642,0.803,0.784,0.937,1.766,1.446,1.635,1.86,0.894,0.976,4867316,100,94.73333333333332,75.4125,66.34166666666667,95,High income,Europe & Central Asia,1,99.956,67.4145,94.22123076923076,98.92766666666668,75.71175000000001,79.8836,73.35175,79.324,85.02914285714287,90.3215,96.11725,32.01916666666667,56.47033333333334,71.25566666666667,76.61760000000001,88.71900000000001,54.38420000000001,NA,NA,NA,1,0.893,0,0,0,0,NA,NA,0,0,NA,NA,81248.31354,High Income Countries
"Iran, Islamic Rep.",IRN,2018,2018,UM,67.40064901960784,57.26208333333332,80,2.45,0,8.4406980531705,18.219790295457397,37.4,1,3,0.183,0.127,0.047,0.142,0.172,0.373,-0.359,0.144,0.105,-0.732,0.138,0.195,81800204,80,59.8,52.84375,58.666666666666664,35,Upper middle income,Middle East & North Africa,1,94.363,64.714,78.20528571428572,75.75975,44.47525,56.54340000000001,64.387,69.558,56.51328571428571,57.1715,68.23866666666667,83.04642857142858,72.76650000000001,78.71366666666667,67.3654,60.6297,53.3602,70,90,80,0,0.183,0,0,0,0,NA,NA,0,0,NA,NA,4631.78709,Upper-Middle Income Countries
Iraq,IRQ,2018,2018,UM,61.7712474789916,35.48125,37.7778,4.06,0,8.638824691513358,17.464442739044213,NA,1,3,0.405,0.242,0.255,0.302,0.214,0.342,0.557,0.545,0.537,0.626,0.425,0.655,38433604,50,25,60.33125,12.075,30,Upper middle income,Middle East & North Africa,1,96.6435,48.98671428571429,64.9565,65.35866666666668,32.21775,50.3852,65.2175,62.13016666666667,31.34814285714286,91.4955,44.676,81.851,84.08950000000002,61.8854,39.41125,62.80316666666666,66.65525,40,63.3334,10,0,0.402,0,0,0,0,NA,NA,0,0,NA,NA,5646.689321,Upper-Middle Income Countries
Iceland,ISL,2018,2018,H,77.8261237394958,78.29458333333332,NA,9.58,1,11.217912440903527,12.773432655137803,26.6,3,9,0.88,0.798,0.656,0.779,0.812,0.954,1.607,1.49,1.022,1.673,0.935,0.954,352721,80,87.79999999999998,61.10624999999998,62.56666666666667,100,High income,Europe & Central Asia,1,99.8485,57.141625,95.90285714285714,97.12,87.15266666666668,71.2514,99.21175,67.9804,85.24442857142857,100,97.63725,43.10371428571428,56.91133333333334,61.7788,36.10175,96.71142857142856,69.9462,NA,NA,NA,1,0.877,0,0,0,0,NA,NA,0,0,NA,NA,74452.18907,High Income Countries
Israel,ISR,2018,2018,H,72.4075256302521,81.69,NA,7.79,1,10.650963365642813,15.999627380582242,38.6,3,9,0.705,0.627,0.454,0.57,0.571,0.881,1.271,1.279,1.66,0.907,0.943,0.833,8882800,100,85.73333333333333,59.55,68.16666666666666,95,High income,Middle East & North Africa,1,98.4805,59.93725,95.1605,94.72066666666667,72.73400000000001,68.7096,71.68525,81.77266666666667,93.96057142857144,69.366,95.21475,65.419,71.70266666666667,33.8726,39.2008,70.71971428571429,48.2714,NA,NA,NA,1,0.713,0,0,0,0,NA,NA,0,0,NA,NA,42233.26103,High Income Countries
Italy,ITA,2018,2018,H,78.29146460402343,88.51791666666666,NA,7.71,1,10.45582964085423,17.91685986292589,35.2,3,8,0.868,0.79,0.676,0.796,0.789,0.94,1.734,1.497,1.601,1.755,0.952,0.95,60421760,100,91.86666666666665,76.88125,73.84166666666667,100,High income,Europe & Central Asia,1,97.376,70.06525,94.19864285714286,97.39325,69.18925,79.02680000000001,76.58375000000001,75.11157142857142,86.16871428571427,77.905,93.38633333333333,62.83499999999999,79.51100000000001,59.7155,79.67920000000001,71.76163636363636,61.048,NA,NA,NA,1,0.869,0,0,0,0,NA,NA,0,0,NA,NA,34746.34414,High Income Countries
Jamaica,JAM,2018,2018,UM,69.91305357779477,55.320416666666674,62.2222,7.02,1,8.626604116061316,14.892167924811154,35.3,2,6,0.811,0.692,0.553,0.686,0.623,0.844,1.449,1.327,0.931,1.543,0.941,0.937,2934853,60,73.73333333333333,56.26875,56.60000000000001,30,Upper middle income,Latin America & Caribbean,1,91.011,56.6645,77.8877857142857,85.23,70.901,67.2822,64.08099999999999,73.59342857142857,47.89171428571428,56.898,73.272,86.00614285714286,91.09666666666664,60.6918,51.0466,60.89027272727272,74.0778,50,76.6666,60,1,0.811,0,0,0,0,NA,NA,0,0,NA,NA,5578.103461,Upper-Middle Income Countries
Jordan,JOR,2018,2018,UM,67.52296440030557,56.22000000000001,78.88893333,3.93,0,8.329764189079443,16.11462182420281,NA,0,0,0.26,0.242,0.119,0.213,0.23,0.502,0.492,0.558,0.727,0.366,0.379,0.565,9965322,80,47.5,69.825,68.775,15,Lower middle income,Middle East & North Africa,1,98.318,50.79914285714286,78.76942857142858,59.649,39.79975,54.867,71.30475000000001,57.83471428571429,55.94214285714286,77.049,58.381,89.05685714285714,90.309,82.02975,51.12275,70.03690909090909,62.62120000000001,80,86.6668,70,0,0.262,0,0,0,0,NA,NA,0,0,NA,NA,4145.439897,Upper-Middle Income Countries
Japan,JPN,2018,2018,H,78.7047326536209,87.36250000000001,NA,7.99,1,10.590393625336576,18.658208346993412,32.9,3,9,0.833,0.758,0.542,0.732,0.752,0.939,1.549,1.456,1.634,1.371,0.663,0.865,126811000,100,90.53333333333332,72.9625,78.31666666666666,95,High income,East Asia & Pacific,1,99.248,73.7835,93.77292307692308,98.28766666666668,56.63975000000001,83.3714,72.44425,86.67942857142857,93.97514285714286,80.5195,87.44666666666667,59.712,73.315,53.29349999999999,64.3156,89.31572727272727,71.8604,NA,NA,NA,1,0.84,0,0,0,0,NA,NA,0,0,NA,NA,39751.1331,High Income Countries
Kazakhstan,KAZ,2018,2018,UM,70.5501153731685,78.60166666666667,93.33333333,2.94,0,9.156146588180542,16.721124013248286,27.8,1,3,0.236,0.111,0.077,0.091,0.184,0.327,-0.325,0.151,-0.674,-0.353,0.306,0.292,18276452,100,82.13333333333333,80.175,60.7,70,Upper middle income,Europe & Central Asia,1,98.56,54.43785714285713,78.63007692307693,94.0275,73.90050000000001,71.7534,61.29525,65.65885714285714,43.40857142857142,96.3275,79.78649999999999,74.097,53.56333333333333,NA,61.85760000000001,61.81550000000001,59.68240000000001,90,100,90,0,0.234,0,0,0,0,NA,NA,0,0,NA,NA,9472.485273,Upper-Middle Income Countries
Kenya,KEN,2018,2018,LM,60.31110609243698,54.62291666666667,52.22223333,5.11,1,7.515591139363881,17.75500416744749,NA,1,4,0.495,0.392,0.343,0.389,0.314,0.374,0.851,0.571,1.119,0.976,0.802,0.836,51392570,70,60.46666666666667,68.55624999999999,34.09166666666667,40,Lower middle income,Sub-Saharan Africa,1,44.402,52.897875,49.28057142857143,72.302,68.17125,46.592,36.54775000000001,77.9197142857143,34.52171428571429,49.54900000000001,58.8725,94.81942857142856,98.188,71.10000000000001,59.07100000000001,54.09580000000001,56.9582,50,76.6667,30,0,0.493,0,0,0,0,NA,NA,0,0,NA,NA,1836.452755,Lower-Middle Income Countries
Kyrgyz Republic,KGZ,2018,2018,LM,74.10690959821429,77.32458333333334,93.33333333,5.11,1,7.157361896561943,15.659672705985376,27.7,1,4,0.469,0.336,0.277,0.381,0.325,0.412,0.597,0.411,0.821,0.768,0.602,0.751,6322800,100,81.46666666666667,74.58125,60.575,70,Lower middle income,Europe & Central Asia,1,90.009,62.82087500000001,73.81449999999998,91.06449999999998,61.06725,67.06,76.02975,66.82214285714285,37.97985714285714,96.312,80.41125000000001,90.68542857142856,94.873,NA,66.06739999999999,61.98520000000001,68.70840000000001,90,100,90,0,0.467,0,0,1,0,2005,2018,0,1,2019,2024,1283.520403,Lower-Middle Income Countries
Cambodia,KHM,2018,2018,LM,62.42635946608947,51.50333333333332,60,3.59,0,7.61907325416247,16.60359085127583,NA,1,3,0.214,0.072,0.135,0.061,0.084,0.207,-0.624,-0.156,-1.195,-0.53,0.318,0.204,16249795,60,59.2,66.975,31.34166666666667,40,Lower middle income,East Asia & Pacific,1,NA,64.9355,62.20271428571429,62.32425,48.929,62.7768,55.30500000000001,68.14471428571429,33.63699999999999,NA,68.60833333333333,92.36542857142857,96.88733333333334,60.8255,48.8866,54.41881818181818,56.1484,30,80,70,0,0.211,0,0,0,0,NA,NA,1,0,2016,2019,2036.673776,Lower-Middle Income Countries
South Korea,KOR,2018,2018,H,76.1499186597716,84.81458333333333,NA,8,1,10.417722047891653,17.75874261487384,33.7,3,9,0.866,0.799,0.604,0.794,0.751,0.961,1.704,1.557,1.738,1.537,0.843,0.954,51585058,100,93.4,76.60625,74.06666666666666,80,High income,East Asia & Pacific,1,99.417,81.21350000000001,92.31030769230767,97.811,63.2655,71.4362,70.1725,81.12357142857142,98.90914285714288,80.132,83.84966666666666,67.49942857142858,63.343,52.76650000000001,50.4274,81.0541,59.8178,NA,NA,NA,1,0.864,0,0,0,0,NA,NA,0,1,2019,2024,33447.15628,High Income Countries
Kuwait,KWT,2018,2018,H,58.83529985144484,55.72083333333335,NA,3.85,0,10.375612753718222,15.235557342974184,NA,0,1,0.322,0.293,0.094,0.303,0.254,0.772,0.543,0.804,1.032,0.283,0.478,0.606,4137314,80,66.33333333333333,50.0125,57.25833333333333,25,High income,Middle East & North Africa,1,NA,66.364125,86.6793076923077,83.28575000000001,49.9815,46.6118,68.97025,68.22557142857144,60.064,NA,53.94633333333334,44.75757142857143,23.71933333333333,44.7244,48.266,76.50355555555556,60.43000000000001,NA,NA,NA,0,0.32,0,0,0,0,NA,NA,0,0,NA,NA,32067.96237,High Income Countries
Laos,LAO,2018,2018,LM,61.50300922619048,48.548750000000005,71.11113333,2.37,0,7.8419281842804605,15.770167768265273,38.8,0,0,0.126,0.086,0.111,0.067,0.106,0.163,-1.012,-0.432,-0.26,-1.262,0.051,0.022,7061498,90,39.96666666666666,53.89375,38.88333333333333,20,Lower middle income,East Asia & Pacific,1,62.085,62.07525,53.83721428571427,70.90475,60.478,68.753,55.81175,72.79916666666666,29.96757142857143,57.428,69.43033333333334,87.83542857142858,91.60133333333332,NA,39.10639999999999,43.8142,58.12075,50,93.3334,70,0,0.126,0,0,0,0,NA,NA,0,0,NA,NA,2545.107542,Lower-Middle Income Countries
Lebanon,LBN,2018,2018,UM,64.57673780435252,44.772916666666674,51.1111,4.63,0,9.124187171593103,15.741131698602144,NA,1,4,0.447,0.284,0.256,0.293,0.247,0.366,0.488,0.53,0.137,0.64,0.659,0.72,6859408,40,62.59999999999999,56.90625,44.358333333333334,20,Lower middle income,Middle East & North Africa,1,98.961,53.35042857142857,77.38823076923077,76.6345,38.33525,63.43519999999999,59.602,56.23257142857143,64.058,84.4435,60.09866666666667,76.72742857142858,83.59266666666667,59.84,50.4224,56.0219,38.66080000000001,50,53.3333,50,0,0.444,0,0,0,0,NA,NA,1,0,2018,2024,9174.536662,Upper-Middle Income Countries
Liberia,LBR,2018,2018,L,50.43320700280112,50.10625,57.77776667,5.35,1,6.539879448816003,15.388072015323704,NA,2,6,0.625,0.431,0.343,0.503,0.403,0.605,1.008,0.906,0.415,1.271,0.8,0.825,4818976,100,28.833333333333332,56.88125000000001,34.81666666666667,30,Low income,Sub-Saharan Africa,1,27.726,43.20957142857143,35.23957142857143,38.50275000000001,31.639,53.2732,22.3995,66.40614285714285,13.406,72.1075,40.34,96.242,99.482,83.67933333333333,49.0882,45.946,38.67775,40,83.3333,50,1,0.619,0,0,0,0,NA,NA,0,0,NA,NA,692.2031271,Low Income Countries
Libya,LBY,2018,2018,UM,NA,22.565833333333337,34.44443333,2.19,0,9.32336414294439,15.71441370207635,NA,0,0,0.267,0.152,0.164,0.24,0.181,0,0.314,-0.774,0.553,0.507,0.382,0.617,6678565,20,20.633333333333333,37.2875,14.908333333333337,20,Upper middle income,Middle East & North Africa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,63.3333,20,0,0.267,0,0,0,0,NA,NA,1,0,2014,2024,11196.58548,Upper-Middle Income Countries
Sri Lanka,LKA,2018,2018,UM,66.87496771708685,73.09916666666668,84.44446667,6.19,1,8.380361440882774,16.89143937351254,NA,2,6,0.615,0.482,0.384,0.434,0.417,0.619,0.919,0.844,0.553,1.029,0.737,0.828,21670000,90,81.03333333333333,69.0125,80.45,45,Lower middle income,South Asia,1,89.09450000000001,64.016875,79.45742857142857,77.95100000000001,50.89549999999999,53.49159999999999,63.3695,75.07528571428573,39.94457142857143,54.5995,68.98033333333333,82.24285714285715,95.247,74.71600000000001,55.3308,57.2687,55.193,80,93.3334,80,1,0.607,0,0,1,0,2010,2018,0,0,NA,NA,4360.584735,Upper-Middle Income Countries
Lesotho,LSO,2018,2018,LM,55.83322180059524,55.36416666666669,65.55556667,6.64,1,7.065319295598803,14.561405299952668,NA,2,6,0.596,0.436,0.376,0.465,0.473,0.66,0.899,0.93,0.647,0.856,0.606,0.734,2108327,80,63.26666666666667,55.5875,37.96666666666667,40,Lower middle income,Sub-Saharan Africa,1,34.094,47.069875,24.64228571428572,47.65275,72.95625000000001,48.72325,27.99975,50.68625,25.969,27.462,76.48933333333333,98.7,97.2875,NA,78.95333333333333,55.256571428571426,79.38940000000001,40,86.6667,70,1,0.603,0,0,1,0,2018,2024,0,0,NA,NA,1170.655697,Lower-Middle Income Countries
Lithuania,LTU,2018,2018,H,76.22893227018079,85.10875,NA,7.5,1,9.871405332803011,14.845680894789904,35.7,2,7,0.817,0.754,0.614,0.62,0.699,0.919,1.482,1.401,1.672,1.232,0.94,0.927,2801543,100,91.83333333333331,63.493750000000006,70.21666666666667,100,High income,Europe & Central Asia,1,98.614,58.628875,85.2197142857143,98.56725,69.71125,80.86399999999999,67.34425,73.19642857142857,70.04028571428572,70.013,94.27875,49.48885714285715,76.73233333333333,76.83619999999999,90.7942,85.24945454545455,50.313,NA,NA,NA,1,0.812,0,0,0,0,NA,NA,0,0,NA,NA,19368.5391,High Income Countries
Luxembourg,LUX,2018,2018,H,75.45399458198052,78.86374999999998,NA,8.81,1,11.668102860687156,13.317847920724564,35.4,3,9,0.879,0.797,0.635,0.833,0.828,0.953,1.723,1.521,1.425,1.748,0.944,0.961,607950,80,90.43333333333332,63.94374999999999,59.94166666666666,100,High income,Europe & Central Asia,1,99.0715,64.321375,95.61557142857146,95.98766666666668,79.46433333333334,82.9196,56.25,78.12966666666667,88.71271428571428,79.49799999999999,97.86075,25.75985714285715,40.15833333333333,NA,63.2932,90.85654545454544,69.3648,NA,NA,NA,1,0.876,0,0,0,0,NA,NA,0,0,NA,NA,116786.5117,High Income Countries
Latvia,LVA,2018,2018,H,79.56552696715049,83.66916666666668,NA,7.38,1,9.755693271931433,14.47156523911666,35.1,3,8,0.835,0.752,0.616,0.676,0.732,0.892,1.517,1.334,1.246,1.573,0.961,0.947,1927174,100,89.16666666666666,62.78750000000001,66.39166666666667,100,High income,Europe & Central Asia,1,98.6535,63.38025,83.73400000000001,98.25025,69.58449999999999,92.102,87.48949999999999,81.56542857142858,71.27499999999999,73.04599999999999,93.8,60.86385714285714,79.47733333333333,82.96266666666666,93.0354,79.95927272727273,43.435,NA,NA,NA,1,0.834,0,0,0,0,NA,NA,0,0,NA,NA,17252.17104,High Income Countries
Morocco,MAR,2018,2018,LM,69.1987744397759,67.19416666666666,73.33333333,4.99,0,8.161003272119748,17.399837197919467,NA,0,0,0.262,0.242,0.166,0.25,0.186,0.456,0.421,0.463,0.698,0.325,0.6,0.586,36029089,90,88.39999999999999,67.3625,45.208333333333336,45,Lower middle income,Middle East & North Africa,1,90.8915,65.66762500000002,72.6977857142857,63.77675000000001,41.042,60.9042,68.59125,67.80957142857143,46.67342857142857,53.9425,82.29375,90.20357142857144,94.80366666666669,71.31566666666667,76.26079999999999,65.83090000000001,63.6742,80,80,60,0,0.261,0,0,0,0,NA,NA,0,0,NA,NA,3501.697998,Lower-Middle Income Countries
Moldova,MDA,2018,2018,LM,77.88335431547618,76.62125,92.22223333,5.85,1,8.332416580240984,14.811799935002766,25.7,2,5,0.501,0.391,0.323,0.319,0.365,0.551,0.651,0.661,0.598,0.642,0.784,0.684,2708214,100,94.23333333333332,55.05625,63.81666666666666,70,Upper middle income,Europe & Central Asia,1,98.574,63.25614285714286,76.45742857142857,98.74225,71.872,71.61699999999999,80.8615,65.295,36.14457142857143,99.9375,90.23733333333332,76.46514285714285,91.972,NA,89.1418,62.1124,73.44760000000001,100,96.6667,80,1,0.504,0,0,0,1,2019,2021,0,0,NA,NA,4156.44982,Lower-Middle Income Countries
Madagascar,MDG,2018,2018,L,51.12557829131653,50.6875,47.7778,5.22,1,6.215522051639682,17.083645503691194,NA,1,4,0.498,0.284,0.312,0.294,0.233,0.354,0.712,0.557,0.109,1.119,0.773,0.827,26262313,80,56.3,61.9625,25.174999999999997,30,Low income,Sub-Saharan Africa,1,3.2205,52.10775,36.16871428571429,54.65300000000001,66.439,43.9158,38.2585,66.66842857142858,9.734857142857145,40.17,55.9815,96.80871428571427,99.35133333333332,65.67783333333334,46.3374,42.5611,51.0804,40,83.3334,20,0,0.492,0,0,1,0,2013,2018,0,0,NA,NA,500.4571855,Low Income Countries
Maldives,MDV,2018,2018,UM,69.45446582633053,51.2,63.3333,NA,NA,9.343408993538691,13.153288236456516,NA,1,3,0.391,0.197,0.24,0.142,0.272,0.44,0.292,0.625,0.136,0.036,0.408,0.543,515704,70,29.866666666666664,64.67500000000001,51.45833333333334,40,Upper middle income,South Asia,1,98.9825,39.19016666666666,88.18428571428572,93.47425,38.202,73.11200000000001,65.3255,75.52533333333334,45.93350000000001,85.617,86.16475,74.85533333333333,90.9625,57.942,32.75,70.0212,64.4836,70,59.9999,60,0,0.386,0,0,1,0,2018,2024,0,0,NA,NA,11423.28384,Upper-Middle Income Countries
Mexico,MEX,2018,2018,UM,68.55294605933281,86.43166666666667,90,6.19,1,9.21878400000568,18.65330546261441,46,2,6,0.673,0.45,0.427,0.474,0.368,0.774,1.095,1.233,0.235,1.108,0.885,0.839,126190782,100,92.93333333333332,90.625,73.6,75,Upper middle income,Latin America & Caribbean,1,88.36449999999999,59.74662500000001,79.89921428571428,96.8635,74.6195,68.8904,68.6285,67.284,50.55442857142856,37.3325,72.83449999999999,80.42349999999999,88.67733333333332,64.643,56.8138,47.45318181818182,62.3716,90,100,80,1,0.675,0,0,0,0,NA,NA,0,0,NA,NA,10084.79376,Upper-Middle Income Countries
North Macedonia,MKD,2018,2018,UM,72.7932761228355,70.80875,86.6667,5.87,1,8.811948577002507,14.546058045743594,33,2,6,0.576,0.391,0.397,0.449,0.405,0.607,0.821,0.829,0.508,0.862,0.85,0.735,2076217,100,88.06666666666668,51.693749999999994,59.28333333333333,55.00000000000001,Upper middle income,Europe & Central Asia,1,94.9255,62.07257142857144,79.74392857142857,70.3115,53.2705,67.9046,72.42425,62.00942857142858,51.23785714285714,81.53450000000001,87.5985,78.34414285714286,88.38666666666667,NA,78.40939999999999,69.59527272727273,66.9238,90,90.0001,80,1,0.574,0,0,1,0,2017,2019,0,0,NA,NA,6713.989254,Upper-Middle Income Countries
Mali,MLI,2018,2018,L,55.10330416666667,56.76000000000001,57.7778,5.41,1,6.727535564489274,16.764033554587847,36,1,4,0.515,0.308,0.309,0.398,0.313,0.413,0.669,0.577,-0.348,1.124,0.834,0.848,19077755,90,63.1,64.12500000000001,36.575,30,Low income,Sub-Saharan Africa,1,41.141,59.86275,38.68242857142857,9.57425,25.76175,59.802,32.61175,74.00571428571428,20.98128571428571,69.184,65.3865,95.52657142857144,98.98133333333334,NA,85.2288,56.35633333333333,48.5664,20,93.3334,60,0,0.512,-1,0,0,0,NA,NA,1,0,2017,2024,835.0867106,Low Income Countries
Malta,MLT,2018,2018,H,76.09905462184872,70.70833333333334,NA,8.21,1,10.414278892514435,13.091140992175616,28.7,2,6,0.76,0.56,0.56,0.615,0.651,0.892,1.116,1.25,0.126,1.157,0.89,0.805,484630,80,83.99999999999999,46.349999999999994,73.19166666666665,70,High income,Middle East & North Africa,1,99.875,65.43450000000001,93.90064285714288,97.20825,59.49075000000001,56.7066,73.7835,83.67216666666666,70.69571428571429,94.185,97.3685,56.33857142857142,70.46933333333334,69.64550000000001,80.72399999999999,69.66850000000001,54.51739999999999,NA,NA,NA,1,0.761,0,0,0,0,NA,NA,0,0,NA,NA,33332.19056,High Income Countries
Myanmar (Burma),MMR,2018,2018,LM,61.46385954927426,60.60666666666666,65.55553333,3.83,0,7.16874406175441,17.799078445062847,NA,1,3,0.394,0.241,0.252,0.316,0.231,0.52,0.52,0.681,0.433,0.474,0.402,0.619,53708318,86.6,67.06666666666666,73.07499999999999,41.291666666666664,35,Lower middle income,East Asia & Pacific,1,80.51750000000001,63.67575,53.25185714285714,59.61075,54.59725,65.554,43.173,60.48657142857144,31.94585714285714,87.243,54.5425,92.52928571428572,97.44100000000002,49.664,50.5682,59.49909090909091,40.586,50,76.6666,70,0,0.395,0,0,1,0,2010,2019,0,0,NA,NA,1298.213103,Lower-Middle Income Countries
Montenegro,MNE,2018,2018,UM,70.7539592373313,66.74041666666668,76.6667,5.74,1,9.088215101511407,13.341060256911106,36.8,1,4,0.466,0.363,0.305,0.361,0.379,0.348,0.633,0.477,0.516,0.846,0.638,0.728,622227,100,64.26666666666667,65.71874999999999,58.71666666666666,45,Upper middle income,Europe & Central Asia,1,98.7835,60.069625,76.4492142857143,85.3315,50.52975,64.80833333333334,80.66250000000001,62.215,56.52085714285715,66.6515,88.57166666666667,70.64233333333334,90.1805,45.0308,57.1905,71.66072727272729,77.519,60,90.0001,80,0,0.463,0,0,0,0,NA,NA,0,0,NA,NA,8850.374925,Upper-Middle Income Countries
Mongolia,MNG,2018,2018,LM,64.39281877705628,76.79208333333334,81.1111,6.5,1,8.320604635672794,14.969309651461344,32.7,2,6,0.656,0.531,0.36,0.554,0.493,0.667,1.132,0.899,0.881,1.364,0.845,0.86,3170214,100,80,78.36874999999999,65.59166666666665,60,Upper middle income,East Asia & Pacific,1,94.133,46.04342857142858,64.65657142857143,92.9425,62.84525,63.04300000000001,36.31425,75.80214285714287,32.90485714285715,81.051,55.95799999999999,57.58914285714286,54.64266666666666,NA,72.89059999999999,66.50609090909091,72.9626,70,83.3333,90,1,0.653,0,0,0,0,NA,NA,1,0,2017,2024,4107.642885,Lower-Middle Income Countries
Mozambique,MOZ,2018,2018,L,52.12876379551821,55.937916666666666,64.4445,3.85,0,6.249023554606328,17.19976552402219,NA,1,3,0.401,0.269,0.258,0.281,0.256,0.272,0.422,0.386,0.274,0.541,0.653,0.635,29496009,80,57.63333333333334,69.23125,37.825,35,Low income,Sub-Saharan Africa,1,1.744,51.276125,32.7345,49.10066666666666,63.22675000000001,50.9902,35.91975,67.99057142857143,20.69328571428571,12.676,57.18225,97.60828571428574,97.481,70.96050000000001,64.5232,50.4115,61.67040000000001,40,83.3335,70,0,0.396,0,0,0,0,NA,NA,1,0,2016,2024,517.5072603,Low Income Countries
