country_name,country_code,year,year_fct,income_level,sdg_overall,spi_comp,sci_overall,di_score,di_reg_type_2,log_gdppc,log_pop,gini_score,regime_type_4,regime_type_10,elect_dem,lib_dem,part_dem,delib_dem,egal_dem,freefair,accountability,vt_account,hz_account,diag_account,academ_free,freexp_altinfo,population,p1_use,p2_services,p3_products,p4_sources,p5_infra,income_spi,region_spi,weights_spi,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sci_method,sci_periodicity,sci_source,regime_type_2,elect_dem_ert,regch_event,regch_genuine,dem_ep,dem_ep_pre_yr,dem_ep_start_yr,dem_ep_end_yr,aut_ep,aut_ep_pre_yr,aut_ep_start_yr,aut_ep_end_yr,gdp_pc,income_level_lab
Belize,BLZ,2011,2011,LM,66.80882805059525,NA,56.66666667,NA,NA,8.627342131329742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,62.11875,NA,NA,Upper middle income,Latin America & Caribbean,1,56.9715,60.761875,76.38071428571428,75.15133333333334,51.904,73.69340000000001,81.15825,74.23883333333335,23.509,NA,85.36500000000001,82.51314285714285,91.791,67.73440000000001,47.9562,55.75080000000001,64.0618,50,80,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5582.221706,Lower-Middle Income Countries
Afghanistan,AFG,2012,2012,L,39.28696155844156,NA,50,2.48,0,6.4791501966104015,17.254690001352284,NA,1,3,0.384,0.226,0.152,0.337,0.241,0.221,0.447,0.29,0.358,0.754,0.55,0.738,31161378,30,NA,49.16875,NA,NA,Low income,South Asia,1,31.1765,40.17914285714286,29.39164285714285,1.633,17.89725,29.4892,23.8495,44.36971428571428,8.128142857142858,NA,35.07525,93.95357142857144,98.434,NA,57.2632,45.3299090909091,33.1344,40,70,40,0,0.362,0,0,0,0,NA,NA,0,0,NA,NA,651.4171345,Low Income Countries
Angola,AGO,2012,2012,UM,52.12068347338936,NA,50,3.35,0,8.53425233350196,17.038694091319353,NA,1,3,0.308,0.131,0.087,0.12,0.104,0.204,-0.181,0.172,-0.963,-0.059,0.402,0.439,25107925,40,NA,68.15,NA,NA,Lower middle income,Sub-Saharan Africa,1,51.9175,53.81475,32.17507142857143,42.37875,50.31375,49.7524,30.17,58.50014285714286,15.6,39.4355,45.15025,92.56757142857144,90.17,67.36233333333332,63.3874,41.24,62.11620000000001,50,80,20,0,0.294,0,0,0,0,NA,NA,0,0,NA,NA,5086.027401,Upper-Middle Income Countries
Albania,ALB,2012,2012,UM,72.08858834988543,NA,73.33333333,5.67,1,8.354116775492955,14.880359561259546,29,2,5,0.547,0.449,0.346,0.413,0.396,0.476,0.959,0.684,1.096,1.122,0.839,0.82,2900401,60,NA,70.53125,NA,NA,Upper middle income,Europe & Central Asia,1,95.8255,47.88171428571429,81.44814285714287,96.589,47.70475,74.534,80.8145,62.57685714285714,31.54142857142858,93.6375,86.202,80.838,89.8655,44.22340000000001,82.56,67.87190909090909,61.3918,70,70,80,1,0.547,0,0,0,0,NA,NA,0,0,NA,NA,4247.631343,Upper-Middle Income Countries
United Arab Emirates,ARE,2012,2012,H,62.57067552790346,NA,NA,2.58,0,10.859661782680668,16.028345764034533,NA,0,0,0.089,0.086,0.027,0.083,0.138,0.44,-0.688,-0.101,-0.648,-0.795,0.181,0.147,9141598,40,NA,32.85,NA,NA,High income,Middle East & North Africa,1,99.398,64.361625,82.4586923076923,83.155,51.652,57.902,66.77975,58.81457142857143,57.93628571428571,84.33250000000001,66.87675,47.13214285714286,19.30833333333333,70.56333333333333,42.4095,72.6624,37.9586,NA,NA,NA,0,0.091,0,0,0,0,NA,NA,0,0,NA,NA,52034.47625,High Income Countries
Argentina,ARG,2012,2012,UM,71.96086722689074,NA,85.55555556,6.84,1,9.468829251445708,17.546809234350825,41.4,2,6,0.771,0.587,0.519,0.561,0.613,0.851,1.242,1.263,0.571,1.275,0.948,0.889,41733271,60,NA,76.4,NA,NA,Upper middle income,Latin America & Caribbean,1,97.039,66.75225,81.34121428571429,93.18533333333336,75.551,77.39200000000001,71.14975,69.067,41.11871428571429,46.1885,88.22200000000001,80.11471428571429,88.64666666666666,59.5025,60.048,56.0203,71.9958,90,86.66667,80,1,0.766,0,0,0,0,NA,NA,0,0,NA,NA,12949.717490000001,Upper-Middle Income Countries
Armenia,ARM,2012,2012,LM,71.50887001488096,NA,86.66666667,4.09,0,8.163816800408084,14.874771644965849,29.6,1,3,0.356,0.204,0.196,0.234,0.297,0.195,0.306,0.259,-0.485,0.748,0.7,0.637,2884239,60,NA,63.68125,NA,NA,Upper middle income,Europe & Central Asia,1,90.404,56.891125,73.43064285714286,75.64975,50.76025,63.5336,72.596,65.53616666666667,35.48528571428572,90.6675,87.77933333333334,90.145,90.98466666666668,NA,61.64059999999999,77.97,60.66800000000001,90,90,80,0,0.352,0,0,1,0,2010,2019,0,0,NA,NA,3511.563997,Lower-Middle Income Countries
Australia,AUS,2012,2012,H,73.04821575630251,NA,NA,9.22,1,11.128334075482137,16.939348625917663,NA,3,9,0.902,0.865,0.643,0.838,0.804,0.977,1.965,1.693,1.983,1.816,0.913,0.967,22733465,60,NA,64.3375,NA,NA,High income,East Asia & Pacific,1,99.6285,60.52712500000001,94.20942857142856,73.40433333333334,75.8295,88.6106,70.68775,83.3337142857143,90.8457142857143,79.23400000000001,93.27225,42.61728571428572,13.62866666666667,63.131,60.4808,88.591,63.78800000000001,NA,NA,NA,1,0.903,0,0,0,0,NA,NA,0,0,NA,NA,68072.87323,High Income Countries
Austria,AUT,2012,2012,H,81.87146077828422,NA,NA,8.62,1,10.784159519374231,15.94730626236181,30.5,3,9,0.875,0.806,0.629,0.8,0.781,0.946,1.651,1.42,1.566,1.685,0.978,0.967,8429991,60,NA,63.212500000000006,NA,NA,High income,Europe & Central Asia,1,99.3465,74.10237500000001,92.04184615384617,96.825,75.71625,92.0854,85.804,77.44200000000001,87.12428571428572,93.8995,95.54466666666669,39.65414285714286,66.83233333333334,NA,72.37100000000001,93.00027272727272,68.1538,NA,NA,NA,1,0.872,0,0,0,0,NA,NA,0,0,NA,NA,48250.40591,High Income Countries
Azerbaijan,AZE,2012,2012,UM,69.39866860119048,NA,74.44444444,3.15,0,8.922106851104667,16.04507152200353,NA,1,3,0.206,0.068,0.074,0.054,0.137,0.11,-0.736,-0.25,-1.393,-0.627,0.103,0.175,9295784,40,NA,60.5,NA,NA,Upper middle income,Europe & Central Asia,1,99.2455,56.31285714285714,65.81607142857143,69.04350000000001,52.48525,61.53399999999999,67.7035,66.5385,27.89042857142857,97.5,80.20599999999999,84.60085714285715,80.95133333333332,NA,65.14160000000001,70.2615,65.14779999999999,60,93.33333,70,0,0.207,0,0,0,0,NA,NA,0,0,NA,NA,7495.865277,Upper-Middle Income Countries
Burundi,BDI,2012,2012,L,53.68994315476191,NA,52.22222222,3.6,0,5.445393781522151,16.039700718290913,NA,1,3,0.29,0.136,0.203,0.2,0.196,0.179,-0.065,0.041,-0.335,0.096,0.203,0.572,9245992,30,NA,48.65625,NA,NA,Low income,Sub-Saharan Africa,1,0,58.01471428571428,40.52878571428572,37.318,50.515,53.8832,15.05075,65.688,8.765571428571429,77.7525,60.212,96.90057142857142,99.59033333333332,NA,82.3182,51.7507142857143,60.75075,40,76.66667,40,0,0.285,0,0,0,0,NA,NA,1,0,2009,2016,231.6884964,Low Income Countries
Belgium,BEL,2012,2012,H,76.7441559881295,NA,NA,8.05,1,10.711617650299576,16.22307997586528,27.5,3,9,0.898,0.835,0.647,0.812,0.837,0.974,1.753,1.6,1.549,1.675,0.968,0.977,11106932,60,NA,53.21874999999999,NA,NA,High income,Europe & Central Asia,1,99.253,72.52525,92.18546153846152,94.63366666666668,81.85374999999999,72.19500000000001,71.7765,79.06928571428571,81.99514285714285,100,95.83275,39.72185714285714,58.26433333333333,54.5744,68.54679999999999,82.18145454545456,60.04199999999999,NA,NA,NA,1,0.901,0,0,0,0,NA,NA,0,0,NA,NA,44874.17092,High Income Countries
Benin,BEN,2012,2012,L,49.44952240896358,NA,57.77777778,6,1,6.976838926615476,16.09064778113039,NA,2,7,0.599,0.49,0.388,0.541,0.471,0.547,1.092,0.815,1.204,1.224,0.86,0.849,9729254,30,NA,55.11250000000001,NA,NA,Lower middle income,Sub-Saharan Africa,1,19.9125,59.512,37.10592857142858,40.62824999999999,26.596,48.9806,11.39425,70.41428571428573,19.95783333333334,37.074,42.68475,97.45866666666666,98.37966666666668,59.3062,65.39500000000001,48.8302,57.01175000000001,40,73.33333,60,1,0.598,0,0,0,0,NA,NA,0,0,NA,NA,1071.525836,Low Income Countries
Burkina Faso,BFA,2012,2012,L,49.21358422619047,NA,71.11111111,3.52,0,6.595056397890791,16.623179944786145,NA,2,6,0.571,0.364,0.338,0.453,0.387,0.504,0.859,0.832,-0.225,1.228,0.876,0.829,16571252,20,NA,68.9125,NA,NA,Low income,Sub-Saharan Africa,1,23.9165,56.26625000000001,38.69778571428571,6.423000000000001,30.6895,45.8108,10.34825,70.90471428571428,12.59942857142857,53.3325,51.6335,95.99928571428572,99.15833333333336,NA,86.5106,57.28489999999999,47.842,40,93.33333,80,1,0.569,0,0,0,0,NA,NA,0,0,NA,NA,731.4701389,Low Income Countries
Bangladesh,BGD,2012,2012,L,57.81893148077413,NA,65.55555556,5.86,1,6.756560850933416,18.832828360945893,NA,1,3,0.411,0.166,0.186,0.185,0.173,0.457,0.221,0.545,-0.632,0.341,0.432,0.564,151005733,50,NA,62.34375,NA,NA,Lower middle income,South Asia,1,55.803,59.00037500000001,49.83335714285714,47.78125,46.149,65.7604,38.47175,70.99742857142859,27.8535,82.36449999999999,30.293,94.3865714285714,97.995,63.72666666666666,54.06420000000001,49.11963636363637,49.3222,40,76.66667,80,0,0.411,0,0,0,0,NA,NA,1,0,2011,2024,859.6805364,Low Income Countries
Bulgaria,BGR,2012,2012,UM,74.27025805322127,NA,91.11111111,6.72,1,8.913380376394482,15.804191156353998,36,2,6,0.67,0.568,0.44,0.545,0.517,0.731,1.17,1.059,1.108,1.147,0.918,0.818,7305888,60,NA,64.1875,NA,NA,High income,Europe & Central Asia,1,97.815,64.881625,75.77635714285715,95.047,65.166,67.7856,66.776,71.35885714285715,51.07528571428571,70.21549999999999,88.377,68.23342857142858,83.64533333333333,68.73400000000001,93.336,72.1366,62.23479999999999,90,93.33333,90,1,0.663,0,0,0,0,NA,NA,0,0,NA,NA,7430.73738,Upper-Middle Income Countries
Bahrain,BHR,2012,2012,H,57.23642236874237,NA,NA,2.53,0,10.182583115702176,14.077830206051852,NA,0,0,0.165,0.044,0.048,0.056,0.116,0.382,-0.562,0.208,-1.263,-0.781,0.06,0.173,1299942,30,NA,37.43749999999999,NA,NA,High income,Middle East & North Africa,1,NA,60.57885714285715,82.62523076923078,87.03325000000001,45.791,57.153,70.36025000000001,73.30216666666666,53.95100000000001,NA,50.483,58.21771428571429,16.347,56.1134,36.03933333333333,68.1928,42.35833333333333,NA,NA,NA,0,0.159,0,0,0,0,NA,NA,0,0,NA,NA,26438.67332,High Income Countries
Bosnia & Herzegovina,BIH,2012,2012,UM,71.27072243589743,NA,68.88888889,5.11,1,8.453995422481936,15.097824561680731,NA,2,6,0.573,0.386,0.336,0.418,0.406,0.559,0.859,0.809,-0.052,1.17,0.734,0.748,3604972,60,NA,58.20624999999999,NA,NA,Upper middle income,Europe & Central Asia,1,99.59,62.96962499999999,76.64592307692307,63.33625000000001,37.118,76.80260000000001,59.87375,62.80828571428572,38.66342857142856,80.7535,81.17474999999999,73.86128571428571,86.62366666666667,83.14766666666667,79.128,72.66130000000001,76.44425,70,76.66667,60,1,0.573,0,0,0,0,NA,NA,0,0,NA,NA,4693.788991,Upper-Middle Income Countries
Belarus,BLR,2012,2012,UM,76.49478205492423,NA,86.66666667,3.04,0,8.84695955340659,16.061190428592116,26.5,1,3,0.223,0.095,0.082,0.07,0.266,0.174,-0.684,-0.159,-1.617,-0.523,0.167,0.202,9446836,50,NA,53.0875,NA,NA,Upper middle income,Europe & Central Asia,1,98.7815,64.378875,78.01778571428572,95.4615,75.344,87.0622,66.94325,59.63542857142857,41.84985714285715,99.125,90.3065,66.19442857142857,80.83733333333333,NA,87.23020000000001,68.05745454545455,64.69120000000001,90,90,80,0,0.221,0,0,0,0,NA,NA,0,0,NA,NA,6953.215917,Upper-Middle Income Countries
Bolivia,BOL,2012,2012,LM,62.61842442505412,NA,67.77777778,5.84,1,7.853837240841697,16.15516761489493,46.6,2,6,0.682,0.405,0.54,0.52,0.47,0.781,0.871,1.081,-0.245,0.964,0.837,0.791,10377677,60,NA,75.34374999999999,NA,NA,Lower middle income,Latin America & Caribbean,1,80.31550000000001,58.964125,62.77764285714285,86.02366666666666,54.67025,65.0702,62.83725,67.885,23.26,23.0985,57.779,80.46057142857144,92.69766666666668,NA,66.86179999999999,51.97781818181819,67.2158,50,93.33333,60,1,0.674,0,0,0,0,NA,NA,1,0,2006,2020,2575.598571,Lower-Middle Income Countries
Brazil,BRA,2012,2012,UM,71.41093295772853,NA,78.88888889,7.12,1,9.435220123222647,19.110258019978968,53.4,2,6,0.871,0.782,0.642,0.802,0.622,0.934,1.716,1.654,1.256,1.576,0.924,0.921,199287292,50,NA,79.74375,NA,NA,Upper middle income,Latin America & Caribbean,1,85.0355,71.36212499999999,77.91928571428572,82.854,65.14425,82.99260000000001,87.574,77.36514285714284,54.88542857142858,13.521,89.227,80.33628571428572,92.16533333333332,62.53300000000001,60.8862,56.2689090909091,73.91580000000002,80,76.66667,80,1,0.872,0,0,0,0,NA,NA,0,0,NA,NA,12521.72135,Upper-Middle Income Countries
Bhutan,BTN,2012,2012,LM,65.16694017857142,NA,74.44444444,4.65,0,7.919797143244916,13.461093064066755,38.8,2,7,0.607,0.516,0.377,0.51,0.49,0.851,0.969,1.073,1.149,0.67,0.406,0.77,701582,60,NA,69.39999999999999,NA,NA,Lower middle income,South Asia,1,80.583,51.50316666666667,65.905,53.81999999999999,50.4055,66.8822,68.43199999999999,72.5654,22.446,57.397,85.35650000000001,78.20583333333335,88.6055,NA,63.43300000000001,83.19414285714286,53.93680000000001,60,83.33333,80,1,0.605,0,0,0,0,NA,NA,0,0,NA,NA,2751.212887,Lower-Middle Income Countries
Botswana,BWA,2012,2012,UM,58.28507991071428,NA,63.33333333,7.85,1,8.794148707004375,14.528240243556056,NA,3,8,0.713,0.611,0.463,0.559,0.518,0.855,1.253,1.236,1.179,1.13,0.869,0.818,2039551,40,NA,58.056250000000006,NA,NA,Upper middle income,Sub-Saharan Africa,1,57.126,41.9295,46.12885714285714,62.874,64.55775,66.1022,27.813,65.20442857142856,28.38942857142857,3.521,74.7145,85.55371428571429,86.122,NA,74.592,72.90029999999999,75.0326,40,80,70,1,0.715,0,0,0,0,NA,NA,0,0,NA,NA,6595.53845,Upper-Middle Income Countries
Canada,CAN,2012,2012,H,76.28934239877768,NA,NA,9.08,1,10.8718078575481,17.36266001685688,33.5,3,9,0.807,0.737,0.556,0.7,0.689,0.889,1.47,1.244,1.554,1.409,0.932,0.942,34714222,60,NA,51.34375,NA,NA,High income,North America,1,99.448,64.52075,93.08978571428572,98.13633333333333,80.3895,83.5036,79.97749999999999,77.5707142857143,81.55185714285714,82.487,97.34925,48.142,39.32466666666667,59.73749999999999,55.6088,88.52336363636363,67.55820000000001,NA,NA,NA,1,0.814,0,0,0,0,NA,NA,0,0,NA,NA,52670.34473,High Income Countries
Switzerland,CHE,2012,2012,H,77.43363973214285,NA,NA,9.09,1,11.360196197391105,15.894559647644895,31.6,3,9,0.905,0.859,0.807,0.874,0.837,0.953,1.867,1.467,1.855,1.951,0.922,0.978,7996861,60,NA,60.05,NA,NA,High income,Europe & Central Asia,1,99.5815,72.62575000000001,95.17216666666668,96.96333333333332,75.9395,82.9254,81.26875,74.4075,85.89442857142856,90.163,96.44925,29.71471428571429,59.984,NA,59.7882,84.04014285714287,54.0206,NA,NA,NA,1,0.905,0,0,0,0,NA,NA,0,0,NA,NA,85836.20768,High Income Countries
Chile,CHL,2012,2012,H,74.97946618283679,NA,94.44444444,7.54,1,9.631803952645972,16.672001396155824,NA,3,8,0.894,0.844,0.582,0.805,0.689,0.97,1.874,1.683,2.016,1.669,0.968,0.947,17400359,60,NA,71.53125,NA,NA,High income,Latin America & Caribbean,1,99.98,67.84275000000001,85.79371428571427,93.37175,62.84275000000001,89.5088,83.2775,73.57942857142858,50.24814285714285,23.9435,92.788,74.00699999999999,83.96466666666667,78.20840000000001,49.111,85.97327272727274,80.21025,90,93.33333,100,1,0.894,0,0,0,0,NA,NA,0,0,NA,NA,15241.907,High Income Countries
China,CHN,2012,2012,UM,65.21689776987719,NA,70,3,0,8.748397317633936,21.026469326554945,42.2,0,0,0.094,0.055,0.049,0.162,0.108,0,-0.797,-1.275,-0.567,-0.54,0.202,0.179,1354190000,50,NA,53.056250000000006,NA,NA,Upper middle income,East Asia & Pacific,1,73.613,80.18525,76.55976923076923,99.6715,71.787,64.30199999999999,58.6615,78.95814285714286,57.525,29.296,62.996,73.97999999999999,79.2955,58.9725,48.8488,52.4005,41.6348,60,90,60,0,0.094,0,0,0,0,NA,NA,0,0,NA,NA,6300.58218,Upper-Middle Income Countries
Côte d’Ivoire,CIV,2012,2012,LM,52.60833473389354,NA,63.33333333,3.25,0,7.3440379553294575,16.88575587876085,NA,1,4,0.47,0.329,0.309,0.402,0.298,0.443,0.625,0.589,0.108,0.896,0.61,0.696,21547188,50,NA,67.5125,NA,NA,Lower middle income,Sub-Saharan Africa,1,30.085,59.95625,34.07578571428571,5.438750000000001,38.099,54.4492,40.26925,71.10228571428573,17.49414285714286,37.6375,56.55025000000001,95.48214285714286,97.88033333333334,80.0445,72.34200000000001,52.5637,50.8716,60,80,50,0,0.463,0,0,1,0,2010,2017,0,0,NA,NA,1546.946018,Lower-Middle Income Countries
Cameroon,CMR,2012,2012,LM,53.25477463712757,NA,60,3.44,0,7.278697086306627,16.882878002388857,NA,1,3,0.326,0.164,0.176,0.18,0.204,0.144,0.093,0.118,-0.536,0.439,0.384,0.703,21485267,40,NA,63.575,NA,NA,Lower middle income,Sub-Saharan Africa,1,38.0065,61.70250000000001,32.7115,48.753,39.50225,54.42659999999999,42.556,61.58328571428571,17.37033333333333,39.1695,50.749,96.49042857142857,98.15666666666668,72.78975,63.7706,40.86645454545454,46.7268,40,90,50,0,0.325,0,0,0,0,NA,NA,0,0,NA,NA,1449.098744,Lower-Middle Income Countries
Congo (Kinshasa),COD,2012,2012,L,46.5248136554622,NA,43.33333333,1.92,0,5.991614290395896,18.049917727502223,42.1,1,3,0.328,0.145,0.22,0.197,0.187,0.172,0.111,0.193,-0.3,0.335,0.385,0.685,69020749,50,NA,48.93125,NA,NA,Low income,Sub-Saharan Africa,1,0,51.678875,30.48042857142857,32.02833333333334,32.01275,41.8034,34.43775,64.2567142857143,8.988714285714286,43.0305,35.834,97.22333333333334,99.46233333333332,77.6485,68.7474,34.2093,39.0795,30,70,30,0,0.328,0,0,0,0,NA,NA,0,0,NA,NA,400.0599018,Low Income Countries
Congo - Brazzaville,COG,2012,2012,LM,50.69641699346405,NA,50,2.89,0,8.224787278645202,15.32185139123442,NA,1,3,0.255,0.092,0.124,0.166,0.102,0.124,-0.349,0.022,-0.714,-0.377,0.471,0.353,4510197,50,NA,51.25625,NA,NA,Lower middle income,Sub-Saharan Africa,1,26.409,51.2855,39.90321428571428,44.2145,43.464,49.80500000000001,25.971,52.16699999999999,4.137285714285714,19.859,59.03366666666667,93.96916666666664,92.40800000000002,71.4306,76.8192,53.03255555555555,57.9304,40,70,40,0,0.255,0,0,0,0,NA,NA,0,0,NA,NA,3732.327373,Lower-Middle Income Countries
Colombia,COL,2012,2012,UM,67.42650524573466,NA,84.44444444,6.63,1,9.000680306279385,17.645796709797075,52.6,2,6,0.657,0.537,0.443,0.519,0.382,0.643,1.182,1.06,1.131,1.093,0.741,0.842,46075721,60,NA,76.36874999999999,NA,NA,Upper middle income,Latin America & Caribbean,1,71.8835,64.05825,79.79671428571427,90.15675,65.099,76.7616,74.46975,67.56742857142856,35.85385714285714,14.648,82.42575000000001,87.71342857142858,90.52633333333334,61.5345,59.32340000000001,54.01372727272728,70.4186,80,93.33333,80,1,0.664,0,0,1,0,2006,2014,0,0,NA,NA,8108.598382,Upper-Middle Income Countries
Cape Verde,CPV,2012,2012,LM,62.5020214177979,NA,68.88888889,7.92,1,8.225988968802865,13.132790822143336,NA,2,7,0.792,0.705,0.478,0.674,0.638,0.861,1.395,1.281,1.386,1.281,0.863,0.879,505241,40,NA,61.8375,NA,NA,Lower middle income,Sub-Saharan Africa,1,74.87950000000001,34.8306,72.95223076923077,78.52775,62.71199999999999,56.1025,57.61025,53.0355,26.30783333333333,22.2535,84.4405,82.227,97.635,46.7546,62.54266666666667,82.76733333333333,66.9556,50,76.66667,80,1,0.793,0,0,0,0,NA,NA,0,0,NA,NA,3736.81517,Lower-Middle Income Countries
Costa Rica,CRI,2012,2012,UM,70.9717703272218,NA,77.77777778,8.1,1,9.222960314460948,15.360517250170522,48.4,3,9,0.909,0.859,0.696,0.865,0.821,0.955,1.929,1.659,1.577,1.97,0.922,0.965,4688003,60,NA,75.325,NA,NA,Upper middle income,Latin America & Caribbean,1,93.7725,56.105375,85.52335714285717,82.5505,79.4905,71.6578,84.65350000000001,70.49142857142857,42.71842857142857,20.5635,81.10775000000001,80.73257142857143,92.17166666666668,57.874,62.8944,76.45981818181818,67.753,80,93.33333,60,1,0.909,0,0,0,0,NA,NA,0,0,NA,NA,10126.999100000001,Upper-Middle Income Countries
Cyprus,CYP,2012,2012,H,70.34187331932773,NA,NA,7.29,1,10.274772985813192,13.94218373671074,34.3,3,9,0.845,0.734,0.577,0.748,0.724,0.917,1.442,1.399,0.835,1.456,0.946,0.924,1135046,60,NA,55.31875000000001,NA,NA,High income,Europe & Central Asia,1,99.9635,60.21012500000001,89.63364285714285,96.03650000000002,62.76633333333333,67.9146,71.16675000000001,65.32700000000001,65.806,75.01599999999999,92.11533333333334,44.99642857142857,71.34166666666667,49.79316666666667,70.3648,71.6034,41.75660000000001,NA,NA,NA,1,0.846,0,0,0,0,NA,NA,0,0,NA,NA,28991.93555,High Income Countries
Czechia,CZE,2012,2012,H,79.23411441423163,NA,NA,8.19,1,9.904189076410704,16.167912430834612,26.1,3,9,0.897,0.823,0.617,0.794,0.818,0.957,1.727,1.535,1.347,1.741,0.948,0.975,10510785,60,NA,53.14375,NA,NA,High income,Europe & Central Asia,1,99.622,60.498375,89.30521428571429,94.36933333333332,70.4395,84.3294,74.13525,77.78528571428572,70.50328571428571,100,94.3145,52.28757142857143,71.99833333333333,NA,91.7126,81.2541818181818,55.19100000000001,NA,NA,NA,1,0.894,0,0,0,0,NA,NA,0,0,NA,NA,20014.0354,High Income Countries
Germany,DEU,2012,2012,H,80.32898441558443,NA,NA,8.34,1,10.708524621107273,18.20284586417347,31.1,3,9,0.903,0.869,0.656,0.874,0.841,0.986,2.049,1.802,2.221,1.847,0.967,0.984,80425823,60,NA,50.43124999999999,NA,NA,High income,Europe & Central Asia,1,99.798,73.56225,93.08678571428572,97.89633333333336,79.1315,84.2424,74.3675,81.36528571428572,85.76271428571428,90.242,95.82825,45.43928571428572,66.847,59.52566666666667,80.0952,85.12036363636363,73.2822,NA,NA,NA,1,0.902,0,0,0,0,NA,NA,0,0,NA,NA,44735.58823,High Income Countries
Djibouti,DJI,2012,2012,LM,43.8507497306615,NA,46.66666667,2.74,0,7.244365776759121,13.67410366339679,45.1,1,3,0.246,0.116,0.137,0.144,0.162,0.208,-0.271,0.035,-0.787,-0.121,0.282,0.275,868136,0,NA,52.868750000000006,NA,NA,Lower middle income,Middle East & North Africa,1,42.6895,43.83814285714286,42.86576923076923,10.259,14.364,42.4836,33.552,51.471,12.84616666666667,27.0865,72.283,71.14683333333333,88.20633333333335,56.88275,30.1115,48.8274,56.54925,40,80,20,0,0.246,0,0,0,0,NA,NA,0,0,NA,NA,1400.193579,Lower-Middle Income Countries
Denmark,DNK,2012,2012,H,83.13830591418386,NA,NA,9.52,1,10.975820454983367,15.536771022055309,27.8,3,9,0.922,0.897,0.715,0.884,0.886,0.965,2.039,1.573,2.302,2.064,0.956,0.988,5591572,60,NA,49.35625000000001,NA,NA,High income,Europe & Central Asia,1,99.182,76.825125,93.02921428571427,97.938,85.73275,91.3142,80.84649999999999,83.07357142857144,95.02528571428572,99.5775,96.959,33.93885714285714,63.03900000000001,72.44883333333333,76.2754,93.17336363636365,74.9726,NA,NA,NA,1,0.922,0,0,0,0,NA,NA,0,0,NA,NA,58443.77471,High Income Countries
Dominican Republic,DOM,2012,2012,UM,67.3619557932264,NA,67.77777778,6.49,1,8.70379322031464,16.11116327748702,46.1,2,6,0.602,0.333,0.392,0.457,0.319,0.586,0.818,0.897,-0.598,1.244,0.866,0.823,9930916,60,NA,54.968750000000014,NA,NA,Upper middle income,Latin America & Caribbean,1,84.697,72.82974999999999,64.87278571428574,77.67475,66.55,67.02000000000001,68.3845,73.46785714285716,32.87933333333333,23.803,72.608,82.54485714285715,92.94866666666668,83.13516666666666,72.6368,52.61018181818181,56.49059999999999,50,93.33333,60,1,0.601,0,0,0,0,NA,NA,0,0,NA,NA,6025.725827,Upper-Middle Income Countries
Algeria,DZA,2012,2012,UM,69.78956278966132,NA,58.88888889,3.83,0,8.70510722230134,17.436750661668185,NA,1,3,0.327,0.165,0.139,0.252,0.264,0.291,0.048,0.235,-0.547,0.288,0.332,0.671,37383899,40,NA,53.10625,NA,NA,Upper middle income,Middle East & North Africa,1,96.336,62.71887500000001,76.17242857142857,90.06075,38.21125,54.7418,64.49025,67.982,22.57585714285714,97.015,66.828,87.83571428571427,86.4545,63.47833333333333,71.8074,69.46990909090908,70.2445,60,76.66667,40,0,0.327,0,0,0,0,NA,NA,0,0,NA,NA,6033.648847,Upper-Middle Income Countries
Ecuador,ECU,2012,2012,UM,67.07512114845937,NA,71.11111111,5.78,1,8.636589845733944,16.554678151899687,46.1,2,6,0.592,0.316,0.417,0.396,0.428,0.744,0.575,0.957,-0.617,0.569,0.755,0.753,15474099,60,NA,74.13125,NA,NA,Upper middle income,Latin America & Caribbean,1,85.47900000000001,54.57725,75.41207142857142,92.33825,70.2135,72.1354,69.44800000000001,69.49385714285714,35.33085714285715,23.803,66.05324999999999,85.03885714285715,91.71833333333332,75.20183333333333,54.4888,47.9292,71.6156,70,83.33333,60,1,0.589,0,0,0,0,NA,NA,1,0,2007,2013,5634.083932,Upper-Middle Income Countries
Egypt,EGY,2012,2012,LM,66.85703032212885,NA,86.66666667,4.56,0,8.00505594351393,18.27475560805809,28.3,1,3,0.297,0.16,0.118,0.269,0.127,0.438,0.321,0.564,-0.137,0.284,0.308,0.683,86422240,60,NA,72.18124999999999,NA,NA,Lower middle income,Middle East & North Africa,1,89.7495,61.223625,66.47764285714285,55.059,39.86600000000001,62.9658,69.30275,61.67614285714286,47.95742857142857,93.998,65.17875000000001,87.56314285714286,93.83666666666666,48.56766666666667,67.84479999999999,66.01800000000001,59.2846,70,90,100,0,0.296,0,0,0,0,NA,NA,0,1,2013,2014,2996.067707,Lower-Middle Income Countries
