"country_name","country_code","year","year_fct","income_level","sdg_overall","spi_comp","sci_overall","di_score","log_gdppc","population","gini","orig_country_text_id_ds1","regime_type_4","regime_type_10","elect_dem","lib_dem","part_dem","delib_dem","egal_dem","freefair","accountability","vt_account","hz_account","diag_account","academ_free","freexp_altinfo","orig_country_ds2","orig_iso3c_ds2","p1_use","p2_services","p3_products","p4_sources","p5_infra","income_spi","region_spi","weights_spi","orig_country_name_ds2","orig_country_name_ds3","orig_country_code_ds3","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal13","goal14","goal15","goal16","goal17","orig_country_name_ds4","orig_country_code_ds4","IQ.SCI.OVRL","IQ.SCI.MTHD","IQ.SCI.PRDC","IQ.SCI.SRCE","sci_method","sci_periodicity","sci_source","orig_country_name_ds5","orig_country_text_id_ds5","orig_country_id_ds5","regime_type_2","elect_dem_ert","regch_event","regch_genuine","dem_ep","dem_ep_pre_yr","dem_ep_start_yr","dem_ep_end_yr","aut_ep","aut_ep_pre_yr","aut_ep_start_yr","aut_ep_end_yr","orig_country_name_ds6","orig_country_code_ds6","gdp_pc","orig_country_code_ds7","income_level_lab","orig_country_name_ds7","orig_country_name_ds8","orig_country_code_ds8","orig_Entity_ds9","orig_Code_ds9","orig_country_name_ds9"
"Indonesia","IDN",2007,2007,"LM",60.1793090336134,NA,90,NA,7.50835931760506,232374239,0.33231717,"IDN",2,6,0.71,0.545,0.463,0.637,0.459,0.852,1.301,1.388,0.811,1.183,0.728,0.848,"Indonesia","IDN",40,NA,63.9875,NA,NA,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",49.062,53.349125,55.0416428571429,89.535,52.06725,61.332,43.1905,67.6497142857143,25.7518571428572,66.23,52.87925,89.0997142857143,93.8253333333333,58.5016666666667,41.5276,66.5698,57.4358,"Indonesia","IDN","90","90","100","80",90,100,80,"Indonesia","IDN",56,1,0.709,0,0,0,0,NA,NA,0,0,NA,NA,"Indonesia","IDN",1823.219763,"IDN","Lower-Middle Income Countries","Indonesia",NA,NA,"Indonesia","IDN","Indonesia"
"Indonesia","IDN",2008,2008,"LM",60.6759930672269,NA,90,6.34,7.66131757188353,235469755,0.3263291,"IDN",2,6,0.708,0.546,0.47,0.635,0.462,0.845,1.305,1.397,0.811,1.208,0.725,0.849,"Indonesia","IDN",40,NA,64.8,NA,NA,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",48.9645,54.368625,54.9312142857143,88.4105,53.26875,61.9266,46.2705,68.0764285714286,26.0631428571429,68.3875,53.69525,88.9925714285714,93.817,58.2315,41.4834,66.5698,58.0346,"Indonesia","IDN","90","90","100","80",90,100,80,"Indonesia","IDN",56,1,0.711,0,0,0,0,NA,NA,0,1,2009,2024,"Indonesia","IDN",2124.554839,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2009,2009,"LM",61.2357761204482,NA,86.66666667,NA,7.7045799983385,238620554,0.33432707,"IDN",2,6,0.695,0.533,0.456,0.632,0.453,0.807,1.264,1.286,0.802,1.225,0.725,0.849,"Indonesia","IDN",40,NA,69.53125,NA,NA,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",51.833,55.032125,56.1572142857143,90.7615,53.55975,62.5678,47.5855,68.7407142857143,26.0764285714286,68.559,52.813,88.8994285714286,93.7623333333333,58.62,43.6988,66.5698,55.7718,"Indonesia","IDN","86.66666667","80","100","80",80,100,80,"Indonesia","IDN",56,1,0.69,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",2218.485419,"IDN","Lower-Middle Income Countries","Indonesia",NA,NA,"Indonesia","IDN","Indonesia"
"Indonesia","IDN",2010,2010,"LM",62.0208710084033,NA,86.66666667,6.53,8.0280258199214,241834226,0.3458631,"IDN",2,6,0.696,0.548,0.46,0.637,0.451,0.796,1.291,1.281,0.863,1.274,0.729,0.857,"Indonesia","IDN",60,NA,66.90625,NA,NA,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",58.2235,57.8635,57.6455,91.69625,57.3725,62.9038,48.6975,68.9691428571429,27.2652857142857,64.088,53.939,88.7474285714286,93.1883333333333,59.1051666666667,43.608,67.0013,54.0406,"Indonesia","IDN","86.66666667","80","100","80",80,100,80,"Indonesia","IDN",56,1,0.688,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3065.683484,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2011,2011,"LM",61.5089362044818,NA,83.33333333,6.53,8.18296846624795,245115988,0.37925914,"IDN",2,6,0.696,0.546,0.46,0.637,0.452,0.796,1.291,1.279,0.849,1.272,0.729,0.857,"Indonesia","IDN",60,NA,67.2375,NA,NA,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",60.385,58.346375,57.5124285714286,91.9355,57.5855,63.3462,49.59675,69.1807142857143,27.9921428571429,50.2525,53.583,88.4815714285714,92.7283333333333,59.144,43.358,67.0013,55.2226,"Indonesia","IDN","83.33333333","70","100","80",70,100,80,"Indonesia","IDN",56,1,0.688,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3579.464425,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2012,2012,"LM",62.2765614145658,NA,83.33333333,6.76,8.19761377545219,248451714,0.3714888,"IDN",2,6,0.696,0.545,0.46,0.637,0.452,0.796,1.291,1.285,0.845,1.275,0.729,0.857,"Indonesia","IDN",60,NA,71.19375,NA,NA,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",61.4575,59.441375,59.7350714285714,94.08075,58.68325,63.9694,51.84725,69.5588571428571,28.4728571428571,50.0335,53.9035,88.274,92.5433333333333,59.597,43.2486,68.2007,55.6546,"Indonesia","IDN","83.33333333","70","100","80",70,100,80,"Indonesia","IDN",56,1,0.689,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3632.27254,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2013,2013,"LM",62.6909607142857,NA,80,6.82,8.17936883769656,251805314,0.38926852,"IDN",2,6,0.68,0.53,0.458,0.579,0.42,0.796,1.243,1.286,0.901,1.146,0.725,0.833,"Indonesia","IDN",60,NA,71.125,NA,NA,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",65.3255,59.681375,61.1852142857143,93.46725,58.925,64.4826,55.422,68.398,28.7427142857143,49.2675,54.13625,88.3944285714286,92.79,60.2555,43.8004,66.1242,55.3484,"Indonesia","IDN","80","60","100","80",60,100,80,"Indonesia","IDN",56,1,0.678,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3566.602845,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2014,2014,"LM",63.5832228991597,NA,83.33333333,6.95,8.14353719200103,255128076,0.3877997,"IDN",2,6,0.669,0.521,0.452,0.567,0.419,0.772,1.207,1.239,0.882,1.147,0.745,0.827,"Indonesia","IDN",60,NA,69.06875,NA,NA,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",68.0895,60.715375,61.9495714285714,95.6245,59.1435,65.0686,57.18075,70.4274285714286,33.1102857142857,51.175,53.15625,88.2394285714286,92.889,61.965,43.753,63.2058,55.2218,"Indonesia","IDN","83.33333333","70","100","80",70,100,80,"Indonesia","IDN",56,1,0.665,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3441.068085,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2015,2015,"LM",64.0705090336134,NA,84.44446667,7.03,8.09810248411363,258383257,0.38207534,"IDN",2,6,0.658,0.513,0.445,0.563,0.421,0.758,1.199,1.23,0.749,1.178,0.746,0.848,"Indonesia","IDN",80,NA,65.48125,48.4666666666667,NA,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",69.4475,61.014875,62.8751428571429,97.349,58.335,65.6382,58.90025,72.0628571428571,34.95,50.331,52.6765,88.2054285714286,92.742,62.365,43.8192,63.7435,54.7432,"Indonesia","IDN","84.44446667","80","93.3334","80",80,93.3334,80,"Indonesia","IDN",56,1,0.654,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3288.222697,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2016,2016,"LM",64.6989745798319,68.8945833333333,86.66666667,6.97,8.16663363460783,261556386,0.368857,"IDN",2,6,0.644,0.502,0.435,0.55,0.415,0.758,1.18,1.22,0.72,1.152,0.749,0.842,"Indonesia","IDN",100,76.9,67.58125,44.9916666666667,55,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",73.1205,60.258375,64.1610714285714,96.76375,58.93125,66.477,59.4855,72.178,33.3487142857143,55.193,54.51475,88.3808571428571,92.8256666666667,62.4748333333333,43.7058,63.3743,54.6892,"Indonesia","IDN","86.66666667","80","100","80",80,100,80,"Indonesia","IDN",56,1,0.645,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3521.469435,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2017,2017,"LM",65.9776268207283,70.7841666666667,86.66666667,6.39,8.2424624241027,264650969,0.3636789,"IDN",2,6,0.631,0.487,0.422,0.533,0.398,0.758,1.134,1.219,0.679,1.053,0.736,0.833,"Indonesia","IDN",100,86.2666666666667,68.9125,48.7416666666667,50,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",76.283,59.677875,65.0037142857143,95.321,60.0265,67.0868,61.31675,74.3848571428572,43.0115714285714,57.647,55.30525,87.9215714285714,92.6726666666667,62.87,43.7644,65.5719,53.7548,"Indonesia","IDN","86.66666667","80","100","80",80,100,80,"Indonesia","IDN",56,1,0.628,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3798.883262,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2018,2018,"LM",66.9984446078431,72.35125,85.55556667,6.39,8.25866946070877,267670549,0.36338645,"IDN",2,6,0.603,0.465,0.402,0.511,0.375,0.758,1.091,1.219,0.68,0.95,0.731,0.766,"Indonesia","IDN",100,87.3333333333333,75.63125,43.7916666666667,55,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",79.0465,63.738125,66.0652857142857,95.87925,60.96125,67.7662,62.908,73.8918571428571,46.4924285714286,59.3665,55.006,87.4504285714286,92.3036666666667,63.7586666666667,43.7384,65.6176,54.9834,"Indonesia","IDN","85.55556667","80","96.6667","80",80,96.6667,80,"Indonesia","IDN",56,1,0.603,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3860.953531,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2019,2019,"UM",67.9371743697479,72.2025,88.8889,6.48,8.32043558940771,270625567,0.35359862,"IDN",2,6,0.601,0.462,0.398,0.516,0.359,0.717,1.04,1.097,0.649,0.998,0.727,0.812,"Indonesia","IDN",100,87.3333333333333,74.8875,43.7916666666667,55,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",80.6825,62.66825,66.8702142857143,91.473,60.715,68.6122,63.4865,74.5235714285714,48.543,62.681,53.907,87.4234285714286,92.0373333333333,69.2501666666667,50.3236,67.1034,54.6318,"Indonesia","IDN","88.8889","90","96.6667","80",90,96.6667,80,"Indonesia","IDN",56,1,0.602,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",4106.948562,"IDN","Upper-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2020,2020,"LM",68.4427830532213,74.41875,85.55556667,6.3,8.25678975414996,273523621,0.35335615,"IDN",2,6,0.576,0.416,0.379,0.497,0.309,0.707,0.962,1.094,0.514,0.891,0.651,0.774,"Indonesia","IDN",100,91.7333333333333,80.04375,45.3166666666667,55,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",82.025,62.626,64.2815714285714,89.9785,62.1235,69.3552,65.79025,74.9315714285714,52.0504285714286,62.681,55.6085,87.6728571428571,92.763,69.4088333333333,50.1236,66.4399,55.6676,"Indonesia","IDN","85.55556667","100","86.6667","70",100,86.6667,70,"Indonesia","IDN",56,1,0.574,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",3853.702888,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2021,2021,"LM",68.9529520308123,79.1191666666667,NA,6.71,8.3633828529996,276361788,0.35504764,"IDN",2,5,0.558,0.407,0.365,0.475,0.301,0.684,0.909,1.038,0.512,0.836,0.638,0.745,"Indonesia","IDN",100,91.7333333333333,90.2125,53.65,60,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",82.492,62.572875,64.0366428571429,94.1115,62.478,69.9458,67.72325,75.5142857142857,53.0932857142857,60.9145,55.28375,87.4854285714286,92.521,69.5886666666667,49.9736,67.004,57.4616,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indonesia","IDN",56,1,0.551,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",4287.17314,"IDN","Lower-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2022,2022,"UM",69.243687815126,78.9258333333333,NA,6.71,8.46183807773511,275501339,0.3551203,"IDN",2,6,0.565,0.394,0.376,0.463,0.309,0.664,0.887,1.003,0.38,0.899,0.638,0.775,"Indonesia","IDN",100,91.5666666666667,84.5125,58.55,60,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",84.381,62.441,65.2693571428571,93.885,62.67175,70.5048,67.08775,75.7741428571428,54.9972857142857,61.0395,55.20675,87.9578571428571,91.8593333333333,69.5886666666667,52.571,64.3983,57.5092,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indonesia","IDN",56,1,0.557,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",4730.745489,"IDN","Upper-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"Indonesia","IDN",2023,2023,"UM",69.4347352941176,81.4233333333333,NA,6.53,8.49214495263337,NA,0.3605703,"IDN",2,5,0.541,0.36,0.353,0.45,0.291,0.658,0.8,0.991,0.213,0.82,0.695,0.712,"Indonesia","IDN",100,91.5666666666667,87,58.55,70,"Upper middle income","East Asia & Pacific",1,"Indonesia","Indonesia","IDN",87.1435,62.441,65.5449285714286,93.885,62.8555,70.4784,67.08775,75.9137142857143,55.8055714285714,59.852,55.20675,87.8232857142857,91.8593333333333,69.9736666666667,52.221,64.7899,57.5092,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indonesia","IDN",56,1,0.538,0,0,0,0,NA,NA,1,0,2009,2024,"Indonesia","IDN",4876.314327,"IDN","Upper-Middle Income Countries","Indonesia","Indonesia","IDN","Indonesia","IDN","Indonesia"
"India","IND",2004,2004,"L",52.6577745098039,NA,78.88888889,NA,6.43656506842716,1129623466,0.340089,"IND",2,6,0.73,0.577,0.484,0.66,0.472,0.846,1.318,1.31,1.065,1.206,0.632,0.886,"India","IND",40,NA,NA,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",32.2735,45.793,44.4425,69.27175,25.559,45.724,44.82075,67.9512857142857,36.6565714285714,40.2815,57.3615,88.7441428571429,96.9115,54.0151666666667,46.6744,49.443,49.2586,"India","IND","78.88888889","80","76.66667","80",80,76.66667,80,"India","IND",39,1,0.73,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",624.2588265,"IND","Low Income Countries","India",NA,NA,"India","IND","India"
"India","IND",2005,2005,"L",53.1225468487395,NA,77.77777778,NA,6.56595217104175,1147609924,NA,"IND",2,6,0.725,0.576,0.483,0.656,0.466,0.841,1.305,1.312,1.096,1.133,0.656,0.895,"India","IND",40,NA,56.03125,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",33.7995,46.065625,45.8712142857143,69.27175,27.30675,46.4776,46.4385,67.8571428571429,36.9902857142857,40.2815,57.602,88.4194285714286,96.7315,54.8225,46.4744,49.399,49.2746,"India","IND","77.77777778","70","83.33333","80",70,83.33333,80,"India","IND",39,1,0.72,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",710.4880804,"IND","Low Income Countries","India",NA,NA,NA,NA,NA
"India","IND",2006,2006,"L",53.4348114845938,NA,80,7.68,6.68669499827702,1165486291,NA,"IND",2,6,0.719,0.57,0.477,0.649,0.461,0.841,1.31,1.314,1.102,1.135,0.656,0.894,"India","IND",40,NA,58.025,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",33.877,46.9885,47.1335714285714,70.92775,27.80475,47.2218,46.55825,67.8974285714286,37.0258571428571,40.2815,57.19975,88.0805714285714,96.51,55.2216666666667,46.3244,49.4844,49.8546,"India","IND","80","80","80","80",80,80,80,"India","IND",39,1,0.722,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",801.6683537,"IND","Low Income Countries","India","India","IND",NA,NA,NA
"India","IND",2007,2007,"LM",53.8791837535014,NA,78.88888889,NA,6.92940627248673,1183209471,NA,"IND",2,6,0.719,0.57,0.477,0.654,0.461,0.841,1.312,1.307,1.113,1.135,0.656,0.894,"India","IND",40,NA,58.025,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",35.5525,48.21225,47.4509285714286,75.0235,26.42825,47.972,47.8235,67.9301428571429,37.2404285714286,40.2815,56.542,87.3088571428571,96.24,55.8696666666667,46.1244,49.3562,50.59,"India","IND","78.88888889","90","66.66667","80",90,66.66667,80,"India","IND",39,1,0.722,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1021.887077,"IND","Lower-Middle Income Countries","India",NA,NA,NA,NA,NA
"India","IND",2008,2008,"LM",53.9699278711484,NA,80,7.8,6.90024674526338,1200669762,NA,"IND",2,6,0.719,0.57,0.477,0.654,0.461,0.841,1.308,1.315,1.102,1.138,0.656,0.894,"India","IND",40,NA,57.74375,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",35.0715,48.3715,48.914,76.89975,27.3015,48.7246,48.0615,67.9604285714286,37.5712857142857,40.2815,55.241,86.8221428571429,96.0645,55.4351666666667,45.9244,49.294,49.55,"India","IND","80","90","70","80",90,70,80,"India","IND",39,1,0.722,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",992.5195849,"IND","Lower-Middle Income Countries","India","India","IND",NA,NA,NA
"India","IND",2009,2009,"LM",53.7707215686274,NA,75.55555556,NA,6.99846374713351,1217726217,0.34889016,"IND",2,6,0.684,0.541,0.451,0.618,0.434,0.763,1.25,1.198,1.11,1.119,0.656,0.885,"India","IND",40,NA,58.65,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",34.994,47.85625,49.5402142857143,76.39825,27.7495,49.4976,48.01975,68.0097142857143,37.6505714285714,38.873,55.38875,86.35,95.789,53.8451666666667,45.7744,49.4095,48.9566,"India","IND","75.55555556","80","66.66667","80",80,66.66667,80,"India","IND",39,1,0.69,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1094.949746,"IND","Lower-Middle Income Countries","India",NA,NA,"India","IND","India"
"India","IND",2010,2010,"LM",54.8149740896359,NA,81.11111111,7.28,7.20602069303212,1234281163,NA,"IND",2,6,0.679,0.542,0.449,0.615,0.43,0.743,1.246,1.195,1.163,1.11,0.655,0.888,"India","IND",50,NA,54.65625,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",44.892,48.68425,52.7668571428571,76.6465,29.053,50.2434,48.93525,68.0334285714286,37.9454285714286,38.873,55.63725,85.7014285714286,95.585,53.4561666666667,45.5744,49.6014,50.2258,"India","IND","81.11111111","90","73.33333","80",90,73.33333,80,"India","IND",39,1,0.672,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1347.519391,"IND","Lower-Middle Income Countries","India","India","IND",NA,NA,NA
"India","IND",2011,2011,"LM",55.7846232492997,NA,76.66666667,7.3,7.27618377105949,1250287939,0.3539906,"IND",2,6,0.679,0.541,0.449,0.615,0.429,0.743,1.251,1.199,1.143,1.112,0.655,0.888,"India","IND",50,NA,56.93125,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",56.831,49.15675,53.3258571428572,78.886,30.13,51.1122,50.27525,68.0655714285714,38.3482857142857,38.4505,54.5145,85.0537142857143,95.358,53.9946666666667,45.4244,49.6473,49.7646,"India","IND","76.66666667","80","70","80",80,70,80,"India","IND",39,1,0.672,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1445.461275,"IND","Lower-Middle Income Countries","India","India","IND","India","IND","India"
"India","IND",2012,2012,"LM",56.2639399859944,NA,75.55555556,7.52,7.26495548144845,1265780243,NA,"IND",2,6,0.676,0.539,0.446,0.612,0.417,0.743,1.224,1.2,1.116,1.053,0.655,0.877,"India","IND",50,NA,58.80625,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",60.4325,49.724875,54.0511428571429,78.9325,29.9645,51.9958,50.64125,68.1145714285714,38.3005714285714,38.4505,55.19725,84.4542857142857,95.1195,53.6013333333333,47.1896,49.4442,50.8726,"India","IND","75.55555556","80","66.66667","80",80,66.66667,80,"India","IND",39,1,0.66,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1429.321995,"IND","Lower-Middle Income Countries","India","India","IND",NA,NA,NA
"India","IND",2013,2013,"LM",56.6317369747899,NA,73.33333333,7.69,7.26741654192823,1280842119,NA,"IND",2,6,0.658,0.529,0.432,0.575,0.413,0.72,1.197,1.178,1.109,1.02,0.624,0.872,"India","IND",50,NA,57.0625,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",64.611,49.87025,54.9142142857143,79.36925,30.01875,52.8718,53.41975,65.9445714285714,38.592,38.4505,55.2825,84.3951428571429,95.1565,53.5395,46.9896,48.8356,50.4786,"India","IND","73.33333333","70","70","80",70,70,80,"India","IND",39,1,0.658,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1432.843975,"IND","Lower-Middle Income Countries","India","India","IND",NA,NA,NA
"India","IND",2014,2014,"LM",57.8705980392157,NA,81.11111111,7.92,7.34851285696839,1295600768,NA,"IND",2,6,0.621,0.494,0.389,0.51,0.381,0.701,1.081,1.13,1.06,0.831,0.48,0.815,"India","IND",50,NA,58.75625,NA,NA,"Lower middle income","South Asia",1,"India","India","IND",67.758,51.02075,59.0877857142857,81.9535,30.277,53.7092,55.00825,68.6935714285714,39.2597142857143,38.4505,55.531,83.6454285714286,94.874,54.2371666666667,46.8302,53.6321,49.832,"India","IND","81.11111111","80","83.33333333","80",80,83.33333333,80,"India","IND",39,1,0.622,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1553.883961,"IND","Lower-Middle Income Countries","India","India","IND",NA,NA,NA
"India","IND",2015,2015,"LM",58.4452846638656,NA,77.7778,7.74,7.36770741012622,1310152392,0.3468829,"IND",2,5,0.552,0.429,0.338,0.415,0.325,0.672,0.863,1.069,0.86,0.488,0.433,0.67,"India","IND",70,NA,59.8125,47.2666666666667,NA,"Lower middle income","South Asia",1,"India","India","IND",71.7495,49.307875,61.5117142857143,81.72625,33.8115,54.5888,56.62275,66.46,40.0398571428571,39.859,55.52325,84.0871428571429,94.6805,53.123,46.6802,53.0225,50.776,"India","IND","77.7778","80","73.3334","80",80,73.3334,80,"India","IND",39,1,0.546,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1583.998159,"IND","Lower-Middle Income Countries","India","India","IND","India","IND","India"
"India","IND",2016,2016,"LM",58.8922308123249,66.71875,81.11113333,7.81,7.44279082071385,1324517250,0.34746763,"IND",2,5,0.533,0.409,0.325,0.402,0.307,0.672,0.831,1.069,0.829,0.415,0.383,0.625,"India","IND",90,85.7333333333333,63.84375,44.0166666666667,50,"Lower middle income","South Asia",1,"India","India","IND",75.876,49.9565,62.1340714285714,79.97875,33.86975,55.474,57.88975,66.5037142857143,44.2931428571428,39.7185,54.68775,84.2454285714286,94.4815,51.6676666666667,46.5858,52.7124,51.0932,"India","IND","81.11113333","90","73.3334","80",90,73.3334,80,"India","IND",39,1,0.526,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1707.508929,"IND","Lower-Middle Income Countries","India","India","IND","India","IND","India"
"India","IND",2017,2017,"LM",59.7993719887955,63.9958333333333,91.11113333,7.23,7.57563833370662,1338676779,0.3590051,"IND",1,4,0.491,0.37,0.3,0.359,0.283,0.646,0.718,0.997,0.771,0.287,0.375,0.561,"India","IND",70,86.3,60.2125,53.4666666666667,50,"Lower middle income","South Asia",1,"India","India","IND",79.0935,51.2315,63.0847142857143,78.9155,35.0875,56.3302,59.698,73.1757142857143,46.8142857142857,38.169,54.3085,83.7351428571429,94.3045,51.9076666666667,46.3858,53.7686,50.5792,"India","IND","91.11113333","100","93.3334","80",100,93.3334,80,"India","IND",39,0,0.481,-1,-1,0,0,NA,NA,1,0,2000,2024,"India","IND",1950.104683,"IND","Lower-Middle Income Countries","India","India","IND","India","IND","India"
"India","IND",2018,2018,"LM",60.532012815126,66.0754166666667,77.7778,7.23,7.58388576943656,1352642283,0.34550628,"IND",1,4,0.482,0.364,0.299,0.35,0.274,0.642,0.692,0.996,0.684,0.238,0.372,0.544,"India","IND",80,87.9666666666667,60.21875,52.1916666666667,50,"Lower middle income","South Asia",1,"India","India","IND",82.5575,51.011875,63.6346428571429,78.72725,36.35425,57.1464,62.02225,73.7102857142857,45.9395714285714,40,53.96825,83.1501428571429,94.018,52.6905,46.1858,55.8483,52.0792,"India","IND","77.7778","90","83.3334","60",90,83.3334,60,"India","IND",39,0,0.476,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1966.254552,"IND","Lower-Middle Income Countries","India","India","IND","India","IND","India"
"India","IND",2019,2019,"LM",61.5722544817927,67.3704166666667,75.55556667,6.9,7.62140515398896,1366417756,0.33812764,"IND",1,3,0.433,0.325,0.271,0.297,0.227,0.543,0.551,0.789,0.585,0.179,0.329,0.522,"India","IND",80,87.9666666666667,59.99375,53.8916666666667,55,"Lower middle income","South Asia",1,"India","India","IND",84.864,50.51625,63.9547857142857,78.202,36.035,57.9938,63.5445,74.3255714285714,49.7068571428571,39.4365,54.797,83.1804285714286,94.109,62.1938333333333,45.8582,55.5088,52.5018,"India","IND","75.55556667","80","86.6667","60",80,86.6667,60,"India","IND",39,0,0.431,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",2041.428637,"IND","Lower-Middle Income Countries","India","India","IND","India","IND","India"
"India","IND",2020,2020,"LM",62.2819363445378,73.14875,76.6667,6.61,7.55330890005562,1380004385,0.33778515,"IND",1,3,0.394,0.294,0.254,0.258,0.226,0.505,0.45,0.776,0.501,0.033,0.32,0.449,"India","IND",80,88.3333333333333,74.91875,67.4916666666667,55,"Lower middle income","South Asia",1,"India","India","IND",82.295,49.233125,64.9401428571429,84.5805,38.64425,58.8238,65.797,73.4624285714286,52.9885714285714,39.7185,55.1305,83.242,94.6855,62.3385,45.6582,53.9335,53.3214,"India","IND","76.6667","80","80.0001","70",80,80.0001,70,"India","IND",39,0,0.394,0,0,0,0,NA,NA,1,0,2000,2024,"India","IND",1907.042516,"IND","Lower-Middle Income Countries","India","India","IND","India","IND","India"
